FGMS	PA	1338	6.77	1.514	2.291	7.839	1.805	3.259
FGMS	TX	3697832	7.26	1.996	3.983	8.684	2.411	5.815
FISV	FL	4157	6.349	0.962	0.926	8.693	1.521	2.313
FISV	KY	1295	5.065	1.675	2.805	7.431	2.214	4.903
FISV	VT	1	6.0	0.0	0.0	8.0	0.0	0.0
GABG	NM	15	6.867	1.821	3.316	7.867	2.156	4.649
GRPO	NM	16	6.563	2.263	5.121	7.438	2.621	6.871
JENC	WA	23	10.913	2.858	8.166	12.783	3.501	12.257
JMSI	CT	90708	6.214	1.12	1.254	7.294	1.327	1.762
JMSI	GA	234172	6.432	1.744	3.042	7.457	1.985	3.94
JMSI	MD	105007	5.83	1.46	2.131	6.758	1.777	3.158
JMSI	WI	119554	8.133	1.755	3.08	9.225	2.037	4.149
QUAD	TN	2	6.0	0.0	0.0	7.0	0.0	0.0
VENT	MI	365	8.096	1.105	1.221	9.597	1.582	2.504
ASPN	AR	8101	8.367	2.538	6.44	10.18	2.96	8.761
BEST	OK	1762	6.263	0.807	0.651	7.264	0.809	0.654
BEST	PA	19958	6.151	0.835	0.698	7.151	0.912	0.833
BEST	TX	30098	6.103	1.274	1.623	7.073	1.323	1.749
DATM	AR	139640	7.914	1.469	2.157	9.882	1.874	3.514
DATM	IA	18365	9.865	2.215	4.908	11.56	2.631	6.92
ERTH	AK	5	20.6	0.8	0.64	24.4	1.2	1.44
ERTH	OR	25	15.08	0.744	0.554	17.96	0.999	0.998
ERTH	WA	172	12.895	1.827	3.338	15.343	2.354	5.539
ERTH	WV	9	11.222	3.326	11.062	13.444	3.715	13.802
FGMS	AZ	1358	8.143	1.288	1.659	9.509	1.661	2.758
FGMS	NV	112520	9.466	2.129	4.533	11.222	2.458	6.044
FISV	CA	17375	7.012	1.534	2.353	9.708	2.086	4.351
FISV	ID	5	8.6	1.2	1.44	11.6	1.2	1.44
GABG	AR	1482	6.291	1.027	1.055	7.215	1.245	1.549
GABG	IA	28	6.0	1.0	1.0	6.75	1.379	1.902
GRPO	AR	3162	6.43	2.391	5.716	7.782	2.867	8.218
GRPO	IA	9	4.889	2.331	5.432	5.778	2.572	6.617
JENC	AL	1	17.0	0.0	0.0	20.0	0.0	0.0
JMSI	FL	483030	7.136	1.714	2.937	8.237	1.975	3.901
JMSI	KY	112996	7.05	1.887	3.562	8.167	2.209	4.878
JMSI	ME	33592	6.801	1.434	2.055	7.819	1.504	2.263
JMSI	VT	22135	6.58	1.21	1.465	7.602	1.292	1.671
QUAD	HI	2	18.0	0.0	0.0	21.0	0.0	0.0
QUAD	MA	1	6.0	0.0	0.0	7.0	0.0	0.0
VENT	OK	209	8.134	1.238	1.532	9.589	1.709	2.922
VENT	PA	25	8.24	1.582	2.502	9.64	2.037	4.15
VENT	TX	1704	8.106	1.846	3.407	9.586	2.35	5.523
ASPN	CT	3	11.667	0.471	0.222	13.667	0.471	0.222
ASPN	GA	30038	9.134	2.26	5.108	11.056	2.617	6.846
ASPN	WI	10800	7.316	2.408	5.797	8.955	2.81	7.897
BEST	AZ	8441	8.33	1.911	3.652	9.421	2.187	4.784
BEST	NV	2904	9.851	1.405	1.975	10.884	1.398	1.954
BINK	AR	5758	9.569	3.48	12.109	11.482	4.208	17.71
BINK	IA	5	10.4	0.8	0.64	12.2	1.166	1.36
DATM	CT	18581	4.609	1.906	3.631	5.18	2.394	5.731
DATM	GA	682544	6.637	1.807	3.266	7.984	2.203	4.852
DATM	MD	50459	7.296	2.559	6.548	8.666	3.047	9.284
DATM	WI	618522	7.175	1.363	1.857	8.557	1.692	2.862
ERTH	AL	8337	6.323	1.63	2.658	7.45	1.886	3.558
ERTH	DC	16	13.0	0.0	0.0	15.0	0.0	0.0
ERTH	NH	9	15.0	0.0	0.0	18.0	0.0	0.0
FGMS	LA	811135	7.552	2.088	4.362	9.083	2.479	6.144
FISV	OH	3059	6.349	1.387	1.923	8.909	2.006	4.022
FISV	VA	37	7.243	2.675	7.157	9.892	3.194	10.205
GABG	CT	14	6.929	0.961	0.923	7.929	0.961	0.923
GABG	GA	4067	7.013	1.215	1.477	7.997	1.359	1.846
GABG	MD	22	6.409	0.717	0.514	7.364	0.881	0.777
GABG	WI	2619	6.607	1.157	1.339	7.441	1.44	2.074
GRPO	CT	17	8.118	2.741	7.516	9.529	3.164	10.014
GRPO	GA	11782	6.76	2.393	5.724	8.074	2.856	8.158
GRPO	MD	41	8.244	3.01	9.062	9.463	3.555	12.639
GRPO	WI	4827	6.88	2.348	5.513	8.215	2.759	7.613
JENC	MS	1	10.0	0.0	0.0	11.0	0.0	0.0
JMSI	CA	854324	9.049	1.764	3.112	10.358	2.156	4.65
JMSI	ID	24515	7.106	1.716	2.943	8.207	1.989	3.955
JMSI	PR	5841	11.634	2.03	4.119	13.777	2.487	6.184
QUAD	NM	8918	8.457	0.573	0.328	9.463	0.604	0.365
VENT	AZ	20	12.9	2.948	8.69	15.35	3.439	11.827
VENT	NV	85	10.882	1.056	1.116	12.894	1.096	1.201
ASPN	FL	55929	9.675	2.067	4.272	11.74	2.363	5.582
ASPN	KY	6953	8.301	2.217	4.913	10.057	2.651	7.027
BEST	LA	2395	8.558	1.571	2.468	9.694	1.678	2.816
BINK	CT	11	13.727	3.278	10.744	16.091	3.753	14.083
BINK	GA	37524	7.532	2.025	4.101	8.933	2.416	5.837
BINK	MD	14	13.214	4.074	16.597	15.429	4.967	24.673
BINK	WI	13324	9.238	2.469	6.096	10.933	3.084	9.512
DATM	FL	1140742	7.086	1.885	3.552	8.373	2.173	4.722
DATM	KY	111810	7.553	2.19	4.796	9.012	2.876	8.269
DATM	ME	6821	8.016	2.374	5.638	9.392	2.867	8.218
DATM	VT	4037	6.381	1.839	3.382	7.526	2.34	5.478
ERTH	MS	5638	7.031	1.088	1.185	8.345	1.482	2.195
FGMS	NC	874703	7.117	2.132	4.544	8.516	2.542	6.46
GABG	FL	7182	7.734	1.317	1.734	8.748	1.373	1.885
GABG	KY	950	6.265	0.842	0.709	7.116	1.14	1.3
GRPO	FL	20031	7.086	2.568	6.595	8.538	3.029	9.174
GRPO	KY	2704	7.101	2.949	8.694	8.474	3.518	12.377
GRPO	ME	2	8.0	4.0	16.0	9.0	5.0	25.0
JENC	KS	6512	7.347	1.672	2.794	8.392	1.827	3.339
JENC	NJ	25	13.84	1.869	3.494	16.08	2.058	4.234
JMSI	OH	216788	6.22	1.885	3.554	7.222	2.25	5.064
JMSI	VA	122891	5.894	1.463	2.14	6.827	1.751	3.066
QUAD	AR	3	6.0	0.0	0.0	7.0	0.0	0.0
VENT	LA	351	8.191	1.105	1.22	9.735	1.571	2.468
ASPN	CA	96575	10.927	2.32	5.38	13.073	2.643	6.985
BEST	NC	13319	7.886	0.944	0.892	8.921	1.05	1.103
BINK	FL	72841	8.102	2.513	6.317	9.6	3.095	9.581
BINK	KY	8843	9.276	3.604	12.991	10.919	4.132	17.075
BINK	ME	2	12.5	1.5	2.25	14.5	1.5	2.25
BINK	VT	1	18.0	0.0	0.0	21.0	0.0	0.0
DATM	CA	2461555	8.45	1.588	2.523	10.495	1.84	3.386
DATM	ID	12478	9.283	1.917	3.674	10.937	2.31	5.335
DATM	PR	115048	20.104	1.425	2.031	25.143	1.751	3.065
ERTH	CO	72	13.417	1.233	1.521	16.125	1.641	2.693
ERTH	DE	7	12.286	0.7	0.49	14.429	1.05	1.102
ERTH	KS	5959	8.106	1.252	1.567	9.614	1.602	2.566
ERTH	MT	3	14.667	0.943	0.889	17.667	0.943	0.889
ERTH	NJ	107	10.402	2.023	4.091	12.346	2.209	4.88
ERTH	WY	3	14.0	0.0	0.0	17.0	0.0	0.0
FGMS	IL	1953198	5.244	2.066	4.267	6.331	2.45	6.0
FGMS	MN	668	7.422	1.707	2.915	8.525	1.925	3.707
FGMS	ND	52	7.519	1.906	3.634	8.865	2.245	5.04
FGMS	NY	3337	8.446	1.889	3.57	9.669	2.171	4.712
FISV	MI	3837	7.311	1.541	2.375	9.987	2.058	4.235
GABG	CA	32763	7.835	1.747	3.051	8.856	1.956	3.825
GABG	ID	4	10.25	3.767	14.188	11.75	4.265	18.188
GABG	PR	1	7.0	0.0	0.0	8.0	0.0	0.0
GRPO	CA	41991	7.471	2.52	6.351	8.919	3.009	9.052
GRPO	ID	13	9.077	4.632	21.456	10.462	5.444	29.633
JENC	SC	1566	10.21	2.593	6.723	11.639	3.237	10.476
JENC	TN	1587	7.161	2.064	4.258	8.333	2.391	5.719
QUAD	CT	1	5.0	0.0	0.0	6.0	0.0	0.0
QUAD	WI	1	7.0	0.0	0.0	8.0	0.0	0.0
VENT	NC	426	9.122	1.813	3.286	10.772	2.318	5.373
ASPN	OH	18249	7.973	2.42	5.855	9.841	2.777	7.712
BEST	IL	22915	7.468	1.193	1.423	8.514	1.361	1.853
BEST	MN	10104	7.478	0.855	0.732	8.482	0.897	0.805
BEST	ND	368	12.22	4.084	16.683	13.745	4.582	20.995
BEST	NY	48108	8.304	4.469	19.976	9.253	5.372	28.853
BINK	CA	134873	9.136	2.598	6.748	10.897	3.164	10.013
BINK	ID	1	12.0	0.0	0.0	14.0	0.0	0.0
BINK	PR	1	17.0	0.0	0.0	20.0	0.0	0.0
DATM	OH	825285	6.113	1.789	3.201	7.196	2.38	5.665
DATM	VA	62144	7.227	2.228	4.964	8.628	2.709	7.338
ERTH	SC	6830	7.67	1.461	2.134	9.046	1.825	3.33
ERTH	TN	11512	7.349	1.176	1.383	8.552	1.424	2.027
FGMS	MO	814056	6.482	2.132	4.547	7.73	2.58	6.654
FGMS	NE	137	6.241	1.326	1.759	7.219	1.468	2.156
FGMS	VI	5	12.6	1.2	1.44	14.8	1.6	2.56
FISV	OK	1331	5.765	1.08	1.166	7.92	1.763	3.107
FISV	PA	28	4.071	0.371	0.138	6.036	0.186	0.034
FISV	TX	8718	5.182	1.534	2.352	7.275	1.997	3.988
GABG	OH	3972	7.943	1.719	2.956	8.927	1.814	3.291
GABG	VA	48	7.083	1.977	3.91	8.125	2.233	4.984
GRPO	OH	11024	6.912	2.728	7.441	8.218	3.215	10.334
GRPO	VA	47	8.085	3.274	10.716	9.213	3.758	14.125
JENC	MA	1	17.0	0.0	0.0	20.0	0.0	0.0
JMSI	MI	207411	7.114	1.826	3.336	8.27	2.189	4.79
QUAD	ME	1	6.0	0.0	0.0	7.0	0.0	0.0
VENT	IL	556	8.205	1.386	1.922	9.674	1.852	3.428
VENT	MN	27	6.704	0.853	0.727	7.778	1.066	1.136
VENT	ND	2	8.0	0.0	0.0	10.0	0.0	0.0
VENT	NY	43	8.814	1.769	3.128	10.465	2.15	4.621
BEST	MO	5083	7.883	1.578	2.491	8.949	1.754	3.076
BEST	NE	2135	8.888	1.364	1.86	9.907	1.465	2.146
BEST	VI	2	19.0	0.0	0.0	22.0	0.0	0.0
BINK	OH	23126	8.003	2.409	5.805	9.574	2.802	7.852
BINK	VA	43	12.419	2.911	8.476	14.698	3.541	12.537
ERTH	HI	12	20.75	0.829	0.688	24.667	1.106	1.222
ERTH	MA	5496	7.148	1.004	1.007	8.171	1.171	1.371
ERTH	SD	8	10.625	0.857	0.734	12.625	0.857	0.734
FGMS	IN	777329	6.723	1.891	3.575	7.964	2.175	4.728
FGMS	UT	341	7.507	1.644	2.702	8.672	1.776	3.153
FISV	AZ	86	8.267	0.754	0.568	11.233	1.019	1.039
FISV	NV	212	7.415	1.152	1.328	10.387	1.289	1.662
JMSI	OK	109616	7.863	1.705	2.907	9.057	2.002	4.007
JMSI	PA	229392	5.59	1.728	2.987	6.464	2.047	4.189
JMSI	TX	695299	8.331	2.068	4.278	9.626	2.449	5.999
QUAD	CA	5	11.0	0.0	0.0	13.0	0.0	0.0
QUAD	ID	1	13.0	0.0	0.0	15.0	0.0	0.0
QUAD	PR	38713	2.949	0.233	0.055	2.949	0.238	0.057
VENT	MO	319	8.533	1.973	3.892	9.953	2.446	5.982
VENT	NE	3	7.667	0.943	0.889	9.0	1.414	2.0
